item,itemLabel,image
http://www.wikidata.org/entity/Q1748752,Nokia E62,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%20E62.jpg
http://www.wikidata.org/entity/Q1761258,Nokia 5500 Sport,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%205500.jpg
http://www.wikidata.org/entity/Q1761291,Nokia 5700 XpressMusic,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%205700%20XpressMusic.jpg
http://www.wikidata.org/entity/Q1780607,Nokia E50,http://commons.wikimedia.org/wiki/Special:FilePath/NokiaE50.jpg
http://www.wikidata.org/entity/Q1815935,Sony Ericsson P1,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Ericsson%20P1%20front.jpg
http://www.wikidata.org/entity/Q1874262,HTC Desire X,http://commons.wikimedia.org/wiki/Special:FilePath/HTC-Desire-X-GER.JPG
http://www.wikidata.org/entity/Q1990338,Fujitsu Toshiba IS12T,http://commons.wikimedia.org/wiki/Special:FilePath/IS12T%20Front.JPG
http://www.wikidata.org/entity/Q1994354,Motorola Ming,http://commons.wikimedia.org/wiki/Special:FilePath/Motorola%20MING%20Portrait.jpg
http://www.wikidata.org/entity/Q2020127,BlackBerry Storm,http://commons.wikimedia.org/wiki/Special:FilePath/Blackberry-storm-orig.jpg
http://www.wikidata.org/entity/Q2035663,Nokia E72,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%20e72-1.jpg
http://www.wikidata.org/entity/Q2069655,Sony Xperia ion,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20Ion.JPG
http://www.wikidata.org/entity/Q2079443,Nokia 5530 XpressMusic,http://commons.wikimedia.org/wiki/Special:FilePath/5530XM.jpg
http://www.wikidata.org/entity/Q2079443,Nokia 5530 XpressMusic,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%205530%20Xpress%20Music.JPG
http://www.wikidata.org/entity/Q2099827,HTC Radar,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20Radar%204G%20-%20WIND%20Mobile.JPG
http://www.wikidata.org/entity/Q2109633,Samsung Galaxy Mini 2,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20Mini%202.png
http://www.wikidata.org/entity/Q2213276,Nokia 5233,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%205233.jpg
http://www.wikidata.org/entity/Q2217843,Samsung SGH-i900,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20i900%20Omnia.jpg
http://www.wikidata.org/entity/Q2222732,Sony Xperia SL,http://commons.wikimedia.org/wiki/Special:FilePath/Xperia-sl.jpg
http://www.wikidata.org/entity/Q2302486,Sony Ericsson Vivaz,http://commons.wikimedia.org/wiki/Special:FilePath/SonyEricssonVivaz.jpg
http://www.wikidata.org/entity/Q2310487,Nokia N86 8MP,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%20N86%208MP.png
http://www.wikidata.org/entity/Q2326649,Sony Xperia T,http://commons.wikimedia.org/wiki/Special:FilePath/Xperia%20T%20wa.jpg
http://www.wikidata.org/entity/Q2357052,Nokia C5-00,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%20C5-00.png
http://www.wikidata.org/entity/Q2360721,Samsung Omnia W,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Omnia%20W%20Model%20no.GT-I8350.jpg
http://www.wikidata.org/entity/Q2398135,Sony Xperia neo L,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20neo%20L.JPG
http://www.wikidata.org/entity/Q2408671,Acer Liquid A1,http://commons.wikimedia.org/wiki/Special:FilePath/Acer%20liquid%20running%20draft%20WCTMB2.jpg
http://www.wikidata.org/entity/Q2413577,Meizu M9,http://commons.wikimedia.org/wiki/Special:FilePath/Meizu%20M9.png
http://www.wikidata.org/entity/Q2472968,Neo FreeRunner,http://commons.wikimedia.org/wiki/Special:FilePath/Freerunner02.png
http://www.wikidata.org/entity/Q2594532,Huawei IDEOS U8150,http://commons.wikimedia.org/wiki/Special:FilePath/Huawei%20IDEOS%20U8150%20front.jpg
http://www.wikidata.org/entity/Q2612670,Nokia 603,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%20603.jpg
http://www.wikidata.org/entity/Q2672682,Nokia E63,http://commons.wikimedia.org/wiki/Special:FilePath/NOKIA%20E63.jpg
http://www.wikidata.org/entity/Q2714518,Neo 1973,http://commons.wikimedia.org/wiki/Special:FilePath/Neo%201973%20smartphone.jpg
http://www.wikidata.org/entity/Q2737442,Nokia 3620/3660,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%203660.jpg
http://www.wikidata.org/entity/Q2811581,Sony Xperia Z,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20Z.JPG
http://www.wikidata.org/entity/Q2822953,Acer Stream,http://commons.wikimedia.org/wiki/Special:FilePath/Acer%20Stream.JPG
http://www.wikidata.org/entity/Q2822954,Acer beTouch E400,http://commons.wikimedia.org/wiki/Special:FilePath/Acer-betouch-e400-android-photos.jpg
http://www.wikidata.org/entity/Q2832089,Alcatel One Touch 980,http://commons.wikimedia.org/wiki/Special:FilePath/Alcatel%20OT%20980.jpg
http://www.wikidata.org/entity/Q2905271,BlackBerry Curve 9300,http://commons.wikimedia.org/wiki/Special:FilePath/BlackberryCurve%209300.jpg
http://www.wikidata.org/entity/Q2905283,BlackBerry Torch 9800,http://commons.wikimedia.org/wiki/Special:FilePath/BlackBerry%20Torch.jpg
http://www.wikidata.org/entity/Q2915213,LG Cookie Plus,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20Cookie%20Plus%20GS500.png
http://www.wikidata.org/entity/Q2975303,Sony Ericsson Xperia X8,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Ericsson%20Xperia%20X8.jpg
http://www.wikidata.org/entity/Q2977807,Sony Ericsson Xperia neo,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Ericsson%20Xperia%20neo.jpg
http://www.wikidata.org/entity/Q3075129,Huawei Sonic,http://commons.wikimedia.org/wiki/Special:FilePath/Hua8650.JPG
http://www.wikidata.org/entity/Q3100079,GeeksPhone One,http://commons.wikimedia.org/wiki/Special:FilePath/GeeksPhone%20One.jpg
http://www.wikidata.org/entity/Q3125199,HTC ChaCha,http://commons.wikimedia.org/wiki/Special:FilePath/HTC-ChaCha-Azerty-01.jpg
http://www.wikidata.org/entity/Q3133617,Sony Ericsson Xperia mini,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Ericsson%20Xperia%20mini%20pro%2020120421.JPG
http://www.wikidata.org/entity/Q3265290,Sony Xperia Go,http://commons.wikimedia.org/wiki/Special:FilePath/Xperia%20go.jpg
http://www.wikidata.org/entity/Q3301100,Nokia E6,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%20e6.jpg
http://www.wikidata.org/entity/Q3304783,Meizu MX,http://commons.wikimedia.org/wiki/Special:FilePath/Meizu%20MX.svg
http://www.wikidata.org/entity/Q3328167,HTC Incredible S,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20Incredible%20S%20-%20front.JPG
http://www.wikidata.org/entity/Q3433619,HTC Touch2,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20Touch2%20%28MEGA%2C%20T3333%29.jpg
http://www.wikidata.org/entity/Q3435598,HTC Typhoon,http://commons.wikimedia.org/wiki/Special:FilePath/Orange%20spv%20c500.JPG
http://www.wikidata.org/entity/Q3465744,LG Optimus Vu II,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20Optimus%20Vu%20II%20%28White%29.jpg
http://www.wikidata.org/entity/Q3481896,HTC ThunderBolt,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20Thunderbolt.jpg
http://www.wikidata.org/entity/Q3490751,Q3490751,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Ericsson%20K550im.jpg
http://www.wikidata.org/entity/Q3493289,Sony Ericsson Z530i,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Ericsson%20Z530i.JPG
http://www.wikidata.org/entity/Q3540222,Lenovo IdeaPhone K900,http://commons.wikimedia.org/wiki/Special:FilePath/Lenovo%20K900.jpg
http://www.wikidata.org/entity/Q3569619,Palm Centro,http://commons.wikimedia.org/wiki/Special:FilePath/Palmcentroredwikipedia.jpg
http://www.wikidata.org/entity/Q3820319,LG Optimus Chic,http://commons.wikimedia.org/wiki/Special:FilePath/LG%EC%A0%84%EC%9E%90%2C%20%E2%80%98%EC%98%B5%ED%8B%B0%EB%A8%B8%EC%8A%A4%E2%80%99%20%EC%8B%9C%EB%A6%AC%EC%A6%88%EB%A1%9C%20%EC%8A%A4%EB%A7%88%ED%8A%B8%ED%8F%B0%20%EC%A7%80%ED%98%95%20%EB%92%A4%ED%9D%94%EB%93%A0%EB%8B%A4.jpg
http://www.wikidata.org/entity/Q3892697,Treo 600,http://commons.wikimedia.org/wiki/Special:FilePath/Treo600.jpg
http://www.wikidata.org/entity/Q3907172,BlackBerry Q10,http://commons.wikimedia.org/wiki/Special:FilePath/Blackbery%20Q10%20Blanco.jpg
http://www.wikidata.org/entity/Q3922240,BlackBerry Z10,http://commons.wikimedia.org/wiki/Special:FilePath/BlackBerry%20Z10.jpg
http://www.wikidata.org/entity/Q3925176,Nokia Lumia 505,http://commons.wikimedia.org/wiki/Special:FilePath/Lumia%20505.jpg
http://www.wikidata.org/entity/Q4033245,Acer Liquid E,http://commons.wikimedia.org/wiki/Special:FilePath/Acer-ferrari-Liquid.jpg
http://www.wikidata.org/entity/Q4033247,Acer Liquid Metal,http://commons.wikimedia.org/wiki/Special:FilePath/Acer%20Liquid%20mt%20s120.jpg
http://www.wikidata.org/entity/Q11234202,N-08D,http://commons.wikimedia.org/wiki/Special:FilePath/Docomo-Tablet%20N-08D%20ScreenSide.JPG
http://www.wikidata.org/entity/Q11238082,P-01A,http://commons.wikimedia.org/wiki/Special:FilePath/DOOOMOP-01A.jpg
http://www.wikidata.org/entity/Q11238095,P-02D,http://commons.wikimedia.org/wiki/Special:FilePath/NTT%20docomo%20P-02D%2001.jpg
http://www.wikidata.org/entity/Q11243059,Aquos Phone SH-06D,http://commons.wikimedia.org/wiki/Special:FilePath/SH-06D%20front.JPG
http://www.wikidata.org/entity/Q11247834,T-01C,http://commons.wikimedia.org/wiki/Special:FilePath/M1110007.JPG
http://www.wikidata.org/entity/Q11688283,BlackBerry Bold 9000,http://commons.wikimedia.org/wiki/Special:FilePath/BlackBerry%20Bold%209000%20TIM.jpeg
http://www.wikidata.org/entity/Q11892276,Samsung Galaxy Xcover 2,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20Xcover%202.JPG
http://www.wikidata.org/entity/Q11896859,Samsung Galaxy Mega,http://commons.wikimedia.org/wiki/Special:FilePath/S-Mega.jpg
http://www.wikidata.org/entity/Q12072545,Sony Xperia L,http://commons.wikimedia.org/wiki/Special:FilePath/Smartphone%20Sony%20Xperia%20L%20C2104%20Preto.JPG
http://www.wikidata.org/entity/Q12595323,Motorola RAZR i,http://commons.wikimedia.org/wiki/Special:FilePath/RAZR%20i.png
http://www.wikidata.org/entity/Q12606017,Anycall Yuna's Haptic,http://commons.wikimedia.org/wiki/Special:FilePath/Anycall%20Yuna%27s%20Haptic.jpg
http://www.wikidata.org/entity/Q13105980,LG Optimus G Pro,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20Optimus%20G%20Pro%20-%20US%20version.jpg
http://www.wikidata.org/entity/Q13218595,Nokia Asha 501,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%20Asha%20501.png
http://www.wikidata.org/entity/Q13219095,Nokia Lumia 925,http://commons.wikimedia.org/wiki/Special:FilePath/Lumia%20925%20reverse.jpg
http://www.wikidata.org/entity/Q13362780,Nokia Lumia 928,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%20Lumia%20928%20Windows%20Phone.jpg
http://www.wikidata.org/entity/Q13416758,Samsung Galaxy S4 Mini,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20S4%20mini.png
http://www.wikidata.org/entity/Q13518441,HTC Butterfly S,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20Butterfly%20S%20sample%2020130927.jpg
http://www.wikidata.org/entity/Q13610163,Sony Xperia Z Ultra,http://commons.wikimedia.org/wiki/Special:FilePath/Z%20Ultra.jpg
http://www.wikidata.org/entity/Q13775482,Nokia Lumia 1020,http://commons.wikimedia.org/wiki/Special:FilePath/Lumia%201020.jpg
http://www.wikidata.org/entity/Q13775482,Nokia Lumia 1020,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%20Lumia%201020%20Front.svg
http://www.wikidata.org/entity/Q13775482,Nokia Lumia 1020,http://commons.wikimedia.org/wiki/Special:FilePath/Windows%20Phone.jpg
http://www.wikidata.org/entity/Q14173241,Moto X,http://commons.wikimedia.org/wiki/Special:FilePath/MotoX-11.jpg
http://www.wikidata.org/entity/Q14195339,Nokia Lumia 625,http://commons.wikimedia.org/wiki/Special:FilePath/Lumia625.jpg
http://www.wikidata.org/entity/Q14201462,Samsung Galaxy Young,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20galaxy%20young.jpg
http://www.wikidata.org/entity/Q14344485,Sony Xperia ZR,http://commons.wikimedia.org/wiki/Special:FilePath/SONY%20XPERIA%20A%20%28docomo%20SO-04E%29.jpg
http://www.wikidata.org/entity/Q14429090,HTC One Mini,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20One%20mini.jpg
http://www.wikidata.org/entity/Q14444409,Droid Mini,http://commons.wikimedia.org/wiki/Special:FilePath/Motorola%20Droid%20Mini%20XT1030%20Red.jpg
http://www.wikidata.org/entity/Q14516389,LG G2,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20G2%20demo%20phone.jpg
http://www.wikidata.org/entity/Q14554951,Huawei Ascend P6,http://commons.wikimedia.org/wiki/Special:FilePath/Huawei%20Ascend%20P6%20%2812436902665%29.jpg
http://www.wikidata.org/entity/Q14822047,Samsung Galaxy Note 3,http://commons.wikimedia.org/wiki/Special:FilePath/Galaxy%20Note.jpg
http://www.wikidata.org/entity/Q14822047,Samsung Galaxy Note 3,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20Note%203.png
http://www.wikidata.org/entity/Q14830132,Sony Xperia Z1,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20Z1%20front%20view.JPG
http://www.wikidata.org/entity/Q15043563,Huawei STREAM X GL07S,http://commons.wikimedia.org/wiki/Special:FilePath/GL07S%20BK%20001.jpg
http://www.wikidata.org/entity/Q15051518,GeeksPhone Peak,http://commons.wikimedia.org/wiki/Special:FilePath/GeeksPhone%20Peak.jpeg
http://www.wikidata.org/entity/Q15051520,GeeksPhone Keon,http://commons.wikimedia.org/wiki/Special:FilePath/Kannada%20language%20input%20in%20a%20GeeksPhone%20Keon%20running%20Firefox%20OS.JPG
http://www.wikidata.org/entity/Q15060048,Samsung Galaxy Ace 3,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20Ace%203.png
http://www.wikidata.org/entity/Q15072735,Samsung Galaxy S4 Active,http://commons.wikimedia.org/wiki/Special:FilePath/Galaxy%20S4%20Active.jpg
http://www.wikidata.org/entity/Q15091627,Nokia Lumia 1520,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%20Lumia%201520.png
http://www.wikidata.org/entity/Q15094255,HTC One Max,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20One%20Max.jpg
http://www.wikidata.org/entity/Q15094454,LG Vu 3,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20Vu3%20%28White%29.jpg
http://www.wikidata.org/entity/Q15104802,Nokia Lumia 1320,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%20%26%20Microsoft%20Lumia%20devices.png
http://www.wikidata.org/entity/Q15120050,Nexus 5,http://commons.wikimedia.org/wiki/Special:FilePath/NEXUS%205-back%20PNr%C2%B00412.jpg
http://www.wikidata.org/entity/Q15120050,Nexus 5,http://commons.wikimedia.org/wiki/Special:FilePath/NEXUS%205%20-%20illuminated-front%20PNr%C2%B00411.jpg
http://www.wikidata.org/entity/Q15120050,Nexus 5,http://commons.wikimedia.org/wiki/Special:FilePath/Nexus%205%20Front%20View.png
http://www.wikidata.org/entity/Q15133060,LG G Flex,http://commons.wikimedia.org/wiki/Special:FilePath/LG%EC%A0%84%EC%9E%90%2C%20%EC%A7%84%EC%A0%95%ED%95%9C%20%EC%BB%A4%EB%B8%8C%EB%93%9C%20%E2%80%98LG%20G%20%ED%94%8C%EB%A0%89%EC%8A%A4%E2%80%99%20%EA%B3%B5%EA%B0%9C.jpg
http://www.wikidata.org/entity/Q15196735,Motorola Moto G (1st generation),http://commons.wikimedia.org/wiki/Special:FilePath/Moto%20G%20Wiki.JPG
http://www.wikidata.org/entity/Q15223618,Sony Xperia M,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20M%20black.jpg
http://www.wikidata.org/entity/Q15244204,Nokia Lumia 525,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia-Lumia-525-3.jpg
http://www.wikidata.org/entity/Q15261471,Alcatel One Touch Fire,http://commons.wikimedia.org/wiki/Special:FilePath/Alcatel%20One%20Touch%20Fire%20FirefoxOS.jpg
http://www.wikidata.org/entity/Q15296819,Samsung Galaxy Core,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20Core%20GT-I8262.png
http://www.wikidata.org/entity/Q15299648,Nokia X,http://commons.wikimedia.org/wiki/Special:FilePath/NokiaX%2001.jpg
http://www.wikidata.org/entity/Q15604405,Sony Xperia Z1 Compact,http://commons.wikimedia.org/wiki/Special:FilePath/Z1compact.png
http://www.wikidata.org/entity/Q15618594,Samsung Galaxy S5,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20S5.png
http://www.wikidata.org/entity/Q15633841,Asus PadFone,http://commons.wikimedia.org/wiki/Special:FilePath/ASUS%20PadFone%201.jpg
http://www.wikidata.org/entity/Q15637095,Samsung Galaxy J,http://commons.wikimedia.org/wiki/Special:FilePath/Galaxy%20J%20SC-02F%20Lapis%20Blue%201.jpg
http://www.wikidata.org/entity/Q15728199,LG G Pro 2,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20G%20Pro%202%20%28White%29.jpg
http://www.wikidata.org/entity/Q15788191,Huawei Ascend Y210,http://commons.wikimedia.org/wiki/Special:FilePath/Huaweiascendy210.jpg
http://www.wikidata.org/entity/Q15814121,Sony Xperia Z2,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20Z2.jpg
http://www.wikidata.org/entity/Q15830980,Samsung Galaxy Star,http://commons.wikimedia.org/wiki/Special:FilePath/GalaxtStarGTS5282.jpg
http://www.wikidata.org/entity/Q15890163,LG G2 Mini,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20G2%20mini%20%28White%29.jpg
http://www.wikidata.org/entity/Q15911568,Q15911568,http://commons.wikimedia.org/wiki/Special:FilePath/Huawei%20C8650.jpg
http://www.wikidata.org/entity/Q15915756,Xiaomi Mi 3,http://commons.wikimedia.org/wiki/Special:FilePath/Xiaomi%20Mi%203.jpg
http://www.wikidata.org/entity/Q15939164,Nokia XL,http://commons.wikimedia.org/wiki/Special:FilePath/NokiaXL%201.jpg
http://www.wikidata.org/entity/Q15939997,Q15939997,http://commons.wikimedia.org/wiki/Special:FilePath/Siemens%20SL55%20mobile%20phone.jpg
http://www.wikidata.org/entity/Q15951068,Samsung Galaxy Note 3 Neo,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20Note%203.png
http://www.wikidata.org/entity/Q15978785,HTC One M8,http://commons.wikimedia.org/wiki/Special:FilePath/Htc%20One%20%282014%29.svg
http://www.wikidata.org/entity/Q16001600,Acer Liquid Z5,http://commons.wikimedia.org/wiki/Special:FilePath/ACER%20Liquid%20Z5%20smartphone%20%2815021094340%29.jpg
http://www.wikidata.org/entity/Q16022261,Nokia Lumia 630,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%20Lumia%20630%20%2814325145610%29.jpg
http://www.wikidata.org/entity/Q16029848,Nokia Lumia 930,http://commons.wikimedia.org/wiki/Special:FilePath/Microsoft%20Nokia%20Lumia%20930.jpg
http://www.wikidata.org/entity/Q16522793,Sony Ericsson Xperia X10 mini pro,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Ericsson%20Xperia%20X10%20Mini%20Pro.jpg
http://www.wikidata.org/entity/Q16527225,Fly IQ431 Glory,http://commons.wikimedia.org/wiki/Special:FilePath/Fly%20IQ431%20Glory.jpg
http://www.wikidata.org/entity/Q16528397,Archos 50 Platinum,http://commons.wikimedia.org/wiki/Special:FilePath/Phone%20archos%2050%20platinum.JPG
http://www.wikidata.org/entity/Q16532035,YotaPhone 2,http://commons.wikimedia.org/wiki/Special:FilePath/YOTAPHONE%20II.jpg
http://www.wikidata.org/entity/Q16570062,LG Optimus L4 II,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20optimus%20L4%20II%20alarma.JPG
http://www.wikidata.org/entity/Q16599643,Samsung Galaxy Trend,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20gt-s7560m.png
http://www.wikidata.org/entity/Q16799648,Samsung Galaxy K Zoom,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20K%20Zoom.jpg
http://www.wikidata.org/entity/Q16842889,BlackBerry Z30,http://commons.wikimedia.org/wiki/Special:FilePath/BlackBerry%20Z30%202.jpg
http://www.wikidata.org/entity/Q16868458,Moto,http://commons.wikimedia.org/wiki/Special:FilePath/Moto%20E%20Black.jpg
http://www.wikidata.org/entity/Q16927674,HTC One Mini 2,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20One%20mini%202%20%2814379516694%29.jpg
http://www.wikidata.org/entity/Q16927677,Huawei Ascend Mate 2 4G,http://commons.wikimedia.org/wiki/Special:FilePath/Huawei%20Ascend%20Mate%202%20%2815207439292%29.jpg
http://www.wikidata.org/entity/Q16927731,Micromax Ninja A89,http://commons.wikimedia.org/wiki/Special:FilePath/Micromax%20Ninja%20A89.jpg
http://www.wikidata.org/entity/Q16927749,Oppo N1,http://commons.wikimedia.org/wiki/Special:FilePath/OPPO%20N1%20%2815059746038%29.jpg
http://www.wikidata.org/entity/Q16927786,Samsung Galaxy Pocket Plus,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20Pocket.jpg
http://www.wikidata.org/entity/Q16927815,Sony Xperia M2,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20M2.jpg
http://www.wikidata.org/entity/Q16927842,T-Mobile myTouch 4G Slide,http://commons.wikimedia.org/wiki/Special:FilePath/Mytouch%204G%20slide.jpg
http://www.wikidata.org/entity/Q16977032,LG G3,http://commons.wikimedia.org/wiki/Special:FilePath/LG%20G3.png
http://www.wikidata.org/entity/Q17007133,Q17007133,http://commons.wikimedia.org/wiki/Special:FilePath/Smartisan-t1-613356.jpg
http://www.wikidata.org/entity/Q17042321,HTC Gratia,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20Aria%20review.jpg
http://www.wikidata.org/entity/Q17177556,FJL22,http://commons.wikimedia.org/wiki/Special:FilePath/FJL22%20Front.JPG
http://www.wikidata.org/entity/Q17190413,AQUOS PHONE Xx 302SH,http://commons.wikimedia.org/wiki/Special:FilePath/302SH%20Lapis%20Blue%20No%20TPUcase%20in%20back.JPG
http://www.wikidata.org/entity/Q17254587,Fire Phone,http://commons.wikimedia.org/wiki/Special:FilePath/Amazon%203D%20Fire%20Smartphone-2%20%2814507506603%29.jpg
http://www.wikidata.org/entity/Q17303634,Samsung Galaxy S5 Mini,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20S5%20mini.png
http://www.wikidata.org/entity/Q17317576,Nokia X2 (2014),http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%20X2%20Android%20%2814309420090%29.jpg
http://www.wikidata.org/entity/Q17413058,Xiaomi Mi 4,http://commons.wikimedia.org/wiki/Special:FilePath/Xiaomi%20Mi%204.jpg
http://www.wikidata.org/entity/Q17496265,BlackBerry Passport,http://commons.wikimedia.org/wiki/Special:FilePath/Blackberry%20Passport%20%28extract%29.png
http://www.wikidata.org/entity/Q17523623,Samsung Galaxy Alpha,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20Alpha.png
http://www.wikidata.org/entity/Q17530766,Nokia Lumia 530,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%20%26%20Microsoft%20Lumia%20devices.png
http://www.wikidata.org/entity/Q17637202,Nokia Lumia 635,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%20Lumia%20635%20White.JPG
http://www.wikidata.org/entity/Q17651342,Xiaomi Redmi Note,http://commons.wikimedia.org/wiki/Special:FilePath/Xiaomi%20Redmi%20Note.JPG
http://www.wikidata.org/entity/Q17859761,Samsung Galaxy Note 4,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20Note%204.png
http://www.wikidata.org/entity/Q17905075,Nokia Lumia 830,http://commons.wikimedia.org/wiki/Special:FilePath/Nokia%20Lumia%20830.jpg
http://www.wikidata.org/entity/Q17914033,Samsung Galaxy Note Edge,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20Note%20Edge.png
http://www.wikidata.org/entity/Q17914035,Sony Xperia Z3,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Xperia%20Z3.jpg
http://www.wikidata.org/entity/Q18011358,Moto X (2nd generation),http://commons.wikimedia.org/wiki/Special:FilePath/Motorola%20Moto%20X.jpg
http://www.wikidata.org/entity/Q18109890,HTC Desire 820,http://commons.wikimedia.org/wiki/Special:FilePath/HTC%20Desire%20820%20Black%20Model.jpg
http://www.wikidata.org/entity/Q18146823,Nokia Lumia 735,http://commons.wikimedia.org/wiki/Special:FilePath/Lumia735.jpg
http://www.wikidata.org/entity/Q18152790,Moto G (2nd generation),http://commons.wikimedia.org/wiki/Special:FilePath/Motorola%20Moto%20G2%207137.jpg
http://www.wikidata.org/entity/Q18177225,Sony Xperia Z3 Compact,http://commons.wikimedia.org/wiki/Special:FilePath/Z3%20Compact.jpg
http://www.wikidata.org/entity/Q18221447,Q18221447,http://commons.wikimedia.org/wiki/Special:FilePath/Bq%20Aquaris%20E5%20-%20Frontal%20view.JPG
http://www.wikidata.org/entity/Q18284015,Nexus 6,http://commons.wikimedia.org/wiki/Special:FilePath/Nexus%206.png
http://www.wikidata.org/entity/Q18382857,ASUS ZenFone 5,http://commons.wikimedia.org/wiki/Special:FilePath/ASUS%20ZE620KL%20face%2020181125a.jpg
http://www.wikidata.org/entity/Q18382857,ASUS ZenFone 5,http://commons.wikimedia.org/wiki/Special:FilePath/ASUS%20ZE620KL%20face%2020181125b.jpg
http://www.wikidata.org/entity/Q18382857,ASUS ZenFone 5,http://commons.wikimedia.org/wiki/Special:FilePath/ASUS%20ZE620KL%20rear%2020181125.jpg
http://www.wikidata.org/entity/Q18386377,Panasonic Lumix DMC-CM1,http://commons.wikimedia.org/wiki/Special:FilePath/Panasonic%20CM1%20%2816100935174%29.jpg
http://www.wikidata.org/entity/Q18388762,Droid Turbo,http://commons.wikimedia.org/wiki/Special:FilePath/Motorola%20Droid%20Turbo.jpg
http://www.wikidata.org/entity/Q18399273,Samsung Galaxy Core2,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20galaxy%20core%202.jpg
http://www.wikidata.org/entity/Q18434889,Samsung Galaxy S III Neo,http://commons.wikimedia.org/wiki/Special:FilePath/Samsung%20Galaxy%20S%20III.png
